timestamp,activity,system,description,user_id,ip_address,hour_of_day,minute_of_hour,day_of_week,description_length,if_anomaly,if_anomaly_score,svm_anomaly,svm_anomaly_score,combined_anomaly,combined_anomaly_score
2025-05-02 10:12:34.560095,User Login,API Gateway,Data export to analytics platform,user_3,192.168.1.10,10,12,4,33,0,0.012250748956391722,0,41.89469243300866,0,20.953471590982524
2025-05-02 12:52:34.560258,System Reboot,DNS Server,Data export to analytics platform,user_48,,12,52,4,33,0,0.030894926666821365,0,27.37504156449461,0,13.702968245580715
2025-05-02 19:14:34.560395,Configuration Change,DNS Server,Large data export without approval,unknown_user,,19,14,4,34,0,0.006727170955546258,0,33.1205211815178,0,16.563624176236672
2025-05-02 03:41:34.560539,Network Connection Attempt,Auth Server,Modified admin account permissions,user_26,10.0.0.100,3,41,4,34,0,0.011290445222382262,1,-9.293407095962294,0,-4.641058325369956
2025-05-02 12:48:34.560696,Configuration Change,Web App,System health check completed,user_19,,12,48,4,29,0,0.025083013982216573,0,36.79336820865265,0,18.409225611317435
2025-05-02 17:40:34.560829,Data Export,Monitoring Server,Performed SELECT query on public table,user_30,,17,40,4,38,0,0.03452785518570761,0,28.23601675885834,0,14.135272307022024
2025-05-02 17:07:34.560963,Configuration Change,Firewall,Standard API health check received,user_48,,17,7,4,34,0,0.026923854416673165,0,12.16161124442445,0,6.094267549420561
2025-05-02 08:47:34.561096,Database Query,Firewall,System health check completed,user_13,,8,47,4,29,0,0.03195527421016148,0,22.06867385716268,0,11.05031456568642
2025-05-02 15:50:34.561250,API Call,Load Balancer,Added new user account,user_31,172.16.0.50,15,50,4,22,0,0.011252396943346787,0,9.845277756588274,0,4.92826507676581
2025-05-02 14:16:34.561406,Network Connection Attempt,File Server,Standard API health check received,user_7,10.0.0.100,14,16,4,34,0,0.006294043976086461,0,46.01200221045818,0,23.00914812721713
2025-05-02 08:10:34.561568,System Reboot,Firewall,Configuration backup process initiated,user_14,,8,10,4,38,0,0.022635023738431403,0,17.100984250051454,0,8.561809636894942
2025-05-02 10:34:34.561787,User Account Modification,DNS Server,User password reset completed,user_22,,10,34,4,29,0,0.026652975554884772,0,45.0177920810487,0,22.52222252830179
2025-05-02 07:42:34.561936,Network Connection Attempt,Database Cluster,Disabled firewall rule #3,user_23,192.168.1.20,7,42,4,25,1,-0.016858437366405743,1,-9.25029315217256,1,-4.633575794769483
2025-05-02 11:31:34.562094,API Call,API Gateway,Configuration backup process initiated,user_23,172.16.0.50,11,31,4,38,0,0.02924341627825311,0,68.24546955737253,0,34.13735648682539
2025-05-02 16:43:34.562252,Security Scan,Firewall,System health check completed,user_17,,16,43,4,29,0,0.012637732311526984,0,32.175886141902424,0,16.094261937106975
2025-05-02 14:30:34.562386,API Call,Database Cluster,System health check completed,user_7,10.0.0.100,14,30,4,29,0,0.03591322664983615,0,74.3451278273503,0,37.19052052700007
2025-05-02 02:46:34.562542,User Account Modification,DNS Server,Attempted connection to known malicious IP 10.0.0.5,unknown_user,,2,46,4,51,0,0.028314503122375434,1,-40.69633370010999,0,-20.334009598493807
2025-05-02 09:28:34.562675,Database Query,Web App,System health check completed,user_12,,9,28,4,29,0,0.020360582832222862,0,42.79360473228607,0,21.406982657559148
2025-05-02 17:02:34.562816,File Access,Auth Server,Added new user account,user_46,,17,2,4,22,0,0.019988296298318553,1,-17.185306378515378,0,-8.58265904110853
2025-05-02 14:33:34.562950,Data Export,Backup Server,Exported logs for audit,user_2,,14,33,4,23,0,0.007763277178188477,0,33.24382153538883,0,16.62579240628351
2025-05-02 09:27:34.563088,Data Export,Web App,Successful login from known device,user_36,,9,27,4,34,0,0.036263731837960445,0,46.45224194067811,0,23.244252836258035
2025-05-02 13:13:34.563356,Log Export,DNS Server,Data export to analytics platform,user_21,,13,13,4,33,0,0.03594044087135467,0,38.11706821824359,0,19.076504329557473
2025-05-02 16:53:34.563518,Database Query,Firewall,Scheduled security scan completed,user_23,,16,53,4,33,0,0.013077595774416029,0,18.333613681218054,0,9.173345638496235
2025-05-02 13:49:34.563807,Database Query,Firewall,Added new user account,user_28,,13,49,4,22,0,0.010409950450190941,0,21.15574781087713,0,10.583078880663662
2025-05-02 17:50:34.563968,API Call,DNS Server,Scheduled security scan completed,user_30,172.16.0.50,17,50,4,33,0,0.0281552909770178,0,15.80465830163709,0,7.916406796307054
2025-05-02 12:46:34.564172,Security Scan,Database Cluster,Large data export without approval,user_34,,12,46,4,34,0,0.006953831657164511,0,38.83808671103435,0,19.422520271345757
2025-05-02 14:29:34.564309,Log Export,Load Balancer,Data export to analytics platform,user_33,,14,29,4,33,0,0.035054671026657436,0,51.23033474226827,0,25.632694706647463
2025-05-02 10:51:34.564443,API Call,Database Cluster,Exported logs for audit,user_20,192.168.1.20,10,51,4,23,1,-0.010620395289511086,0,10.260325187532601,0,5.124852396121545
2025-05-02 11:31:34.564711,API Call,Database Cluster,Performed SELECT query on public table,user_3,172.16.0.50,11,31,4,38,0,0.014205858550263128,0,44.76931516513173,0,22.391760511840996
2025-05-02 01:29:34.564868,System Reboot,Auth Server,Disabled firewall rule #3,user_32,,1,29,4,25,0,0.015791458256504798,1,-56.47896166262795,0,-28.231585102185726
2025-05-02 13:14:34.565028,User Login,Web App,Read access to configuration file,user_19,172.16.0.50,13,14,4,33,0,0.024170267925854638,0,31.08435550033434,0,15.554262884130097
2025-05-02 14:48:34.565262,User Account Modification,Web App,User password reset completed,user_42,,14,48,4,29,0,0.01854879407504434,0,34.31233935137598,0,17.165444072725514
2025-05-02 17:46:34.565414,User Account Modification,DNS Server,Configuration backup process initiated,user_4,,17,46,4,38,0,0.03498217434683254,0,18.379312368182525,0,9.20714727126468
2025-05-02 11:31:34.565557,Log Export,Firewall,Successful login from known device,user_16,,11,31,4,34,0,0.010046116234074809,0,50.624315171857916,0,25.317180644045994
2025-05-02 13:11:34.565700,User Login,Monitoring Server,Scheduled security scan completed,user_38,192.168.1.10,13,11,4,33,1,-0.0017832955539307527,0,23.237635754216427,0,11.617926229331248
2025-05-02 13:01:34.565868,User Login,Web App,User password reset completed,user_12,172.16.0.50,13,1,4,29,0,0.003239327894483668,0,5.278431114781512,0,2.6408352213379978
2025-05-02 12:24:34.566043,Database Query,DNS Server,Scheduled security scan completed,user_47,,12,24,4,33,0,0.017128061968233743,0,51.28360869927701,0,25.650368380622623
2025-05-02 15:14:34.566216,User Account Modification,File Server,Applied security patch successfully,user_48,,15,14,4,35,0,0.04000293223248952,0,34.16955542348151,0,17.104779177857
2025-05-02 10:28:34.566363,System Reboot,Monitoring Server,Data export to analytics platform,user_46,,10,28,4,33,0,0.020800349576437505,0,49.62035576031434,0,24.82057805494539
2025-05-02 08:39:34.566506,System Reboot,API Gateway,Exported logs for audit,user_47,,8,39,4,23,0,0.0068231806345406265,0,33.569949535638955,0,16.788386358136748
2025-05-02 11:05:34.566648,Database Query,Auth Server,Scheduled security scan completed,user_44,,11,5,4,33,0,0.017305999730294508,0,22.355979513923927,0,11.18664275682711
2025-05-02 14:48:34.566790,Log Export,Database Cluster,Standard API health check received,user_20,,14,48,4,34,0,0.017363348808155654,0,33.442335371418494,0,16.729849360113324
2025-05-02 04:18:34.566940,System Reboot,Auth Server,Unauthorized system reboot initiated,user_25,,4,18,4,36,0,0.017603091009378125,0,4.218738318502545,0,2.1181707047559617
2025-05-02 15:31:34.567081,System Reboot,API Gateway,Successful login from known device,user_17,,15,31,4,34,0,0.01199367206871893,0,71.85474450197884,0,35.93336908702378
2025-05-02 14:55:34.567250,User Account Modification,Auth Server,Scheduled security scan completed,user_31,,14,55,4,33,0,0.018811047785364632,0,20.212721826757132,0,10.11576643727125
2025-05-02 15:47:34.567395,Database Query,DNS Server,Successful login from known device,user_43,,15,47,4,34,0,0.031244057772685963,0,32.95356316315144,0,16.492403610462066
2025-05-02 11:46:34.567537,Network Connection Attempt,Web App,Exported logs for audit,user_32,172.16.0.50,11,46,4,23,1,-0.00410971512064201,0,8.614912392241479,0,4.305401338560419
2025-05-02 15:19:34.567738,User Account Modification,File Server,Applied security patch successfully,user_34,,15,19,4,35,0,0.025042870607403234,0,40.60556586043964,0,20.31530436552352
2025-05-02 15:47:34.567883,File Access,API Gateway,Applied security patch successfully,user_34,,15,47,4,35,0,0.033172920506663206,0,54.66025173078913,0,27.346712325647896
2025-05-02 18:38:34.568027,Patch Installation,Load Balancer,Unauthorized system reboot initiated,user_6,,18,38,4,36,0,0.009390844705436496,0,23.180013699374854,0,11.594702272040145
2025-05-02 17:20:34.568225,User Login,Web App,Exported logs for audit,user_33,192.168.1.20,17,20,4,23,1,-0.010214699649781445,0,0.5231483785228761,0,0.25646683943654736
2025-05-02 11:47:34.568396,System Reboot,Monitoring Server,Successful login from known device,user_30,,11,47,4,34,0,0.03292159752611401,0,36.44057824806393,0,18.23674992279502
2025-05-02 12:20:34.568549,API Call,Monitoring Server,Added new user account,user_42,192.168.1.20,12,20,4,22,0,0.025887680015372116,0,31.880727326107262,0,15.953307503061318
2025-05-02 08:06:34.568713,Patch Installation,Monitoring Server,Read access to configuration file,user_49,,8,6,4,33,0,0.032912212452247125,0,13.841415999191923,0,6.937164105822085
2025-05-02 14:48:34.568848,Configuration Change,Firewall,Scheduled security scan completed,user_34,,14,48,4,33,0,0.014211608516352614,0,34.36922543476325,0,17.191718521639803
2025-05-02 08:35:34.568982,User Login,Auth Server,Standard API health check received,user_44,10.0.0.100,8,35,4,34,0,0.018624910738252676,0,42.5400569299033,0,21.279340920320777
2025-05-02 16:30:34.569150,Patch Installation,Load Balancer,Configuration backup process initiated,user_7,,16,30,4,38,0,0.007357920831876974,0,37.31443126180787,0,18.660894591319874
2025-05-02 08:23:34.569308,Network Connection Attempt,Monitoring Server,Read access to configuration file,user_8,192.168.1.10,8,23,4,33,0,0.00207618188073877,0,20.832659007816687,0,10.417367594848713
2025-05-02 09:58:34.569569,Log Export,Database Cluster,Successful login from known device,user_10,,9,58,4,34,0,0.027387794430851375,0,5.098782522906674,0,2.5630851586687626
2025-05-02 17:52:34.569705,Database Query,Auth Server,Successful login from known device,user_41,,17,52,4,34,0,0.006262763724628306,0,13.503892622104047,0,6.7550776929143375
2025-05-02 12:37:34.569839,Configuration Change,Web App,Exported logs for audit,user_32,,12,37,4,23,0,0.011995745030197735,0,34.3307434872865,0,17.171369616158348
2025-05-02 11:31:34.569995,File Access,Load Balancer,Data export to analytics platform,user_23,,11,31,4,33,0,0.017397732246856645,0,51.6005024607237,0,25.80895009648528
2025-05-02 21:59:34.570136,File Access,Backup Server,Multiple failed login attempts from IP 192.168.1.100,unknown_user,,21,59,4,52,0,0.013832325132377143,1,-74.18666666582466,0,-37.08641717034614
2025-05-02 13:54:34.570268,Security Scan,File Server,Configuration backup process initiated,user_12,,13,54,4,38,0,0.0185374929309971,0,15.923086771950778,0,7.970812132440888
2025-05-02 15:01:34.570402,API Call,Database Cluster,Successful login from known device,user_42,172.16.0.50,15,1,4,34,0,0.02045369865127783,0,10.13669266537002,0,5.078573182010649
2025-05-02 16:26:34.570580,API Call,Database Cluster,Scheduled security scan completed,user_21,192.168.1.10,16,26,4,33,0,0.030533565515649563,0,43.03407538253316,0,21.532304474024404
2025-05-02 23:47:34.570758,Data Export,Web App,Modified admin account permissions,user_10,,23,47,4,34,0,0.014969032914491809,1,-44.33264959101015,0,-22.15884027904783
2025-05-02 08:53:34.570889,File Access,Database Cluster,Data export to analytics platform,user_40,,8,53,4,33,0,0.03126572780696313,0,13.57834068602591,0,6.804803206916437
2025-05-02 09:40:34.571023,Configuration Change,API Gateway,Added new user account,user_3,,9,40,4,22,0,0.025938975692603783,0,37.40210972062232,0,18.714024348157462
2025-05-02 08:49:34.571169,Database Query,Firewall,Data export to analytics platform,user_38,,8,49,4,33,0,0.026379418054517823,0,21.89980338378041,0,10.963091400917463
2025-05-02 11:05:34.571329,Network Connection Attempt,Backup Server,Read access to configuration file,user_3,192.168.1.10,11,5,4,33,0,0.0014445525740967025,0,8.048973164068116,0,4.025208858321106
2025-05-02 11:33:34.571490,Data Export,File Server,Successful login from known device,user_25,,11,33,4,34,0,0.026639367286202364,0,50.24740386595565,0,25.137021616620924
2025-05-02 16:29:34.571628,File Access,Monitoring Server,Scheduled security scan completed,user_15,,16,29,4,33,0,0.025960804216072164,0,45.169982182871536,0,22.597971493543803
2025-05-02 11:36:34.571814,Patch Installation,Load Balancer,Read access to configuration file,user_23,,11,36,4,33,0,0.018342288760057224,0,48.97221706009921,0,24.495279674429636
2025-05-02 08:03:34.571955,File Access,DNS Server,Data export to analytics platform,user_36,,8,3,4,33,0,0.03441912605122527,0,6.645317689761129,0,3.339868407906177
2025-05-02 08:47:34.572094,System Reboot,File Server,Configuration backup process initiated,user_24,,8,47,4,38,0,0.02283181762782749,0,20.853489532214297,0,10.438160674921063
2025-05-02 14:37:34.572232,API Call,Firewall,Security scan triggered outside schedule,user_25,185.230.125.7,14,37,4,40,0,0.007960557435585325,0,26.096087339396036,0,13.05202394841581
2025-05-02 11:08:34.572396,File Access,File Server,Performed SELECT query on public table,user_21,,11,8,4,38,0,0.028782222739721475,0,21.592604588411263,0,10.810693405575492
2025-05-02 13:20:34.572535,Database Query,Load Balancer,Applied security patch successfully,user_32,,13,20,4,35,0,0.03083343219058854,0,46.94843787700603,0,23.48963565459831
2025-05-02 13:13:34.572680,API Call,Database Cluster,User password reset completed,user_30,192.168.1.10,13,13,4,29,0,0.029058643883138113,0,40.64569915361773,0,20.337378898750433
2025-05-02 14:11:34.572864,Database Query,File Server,User password reset completed,user_17,,14,11,4,29,0,0.015811016871743133,0,33.79173753307555,0,16.903774274973646
2025-05-02 17:04:34.573002,User Account Modification,Web App,System health check completed,user_19,,17,4,4,29,0,0.027184892889508483,0,5.541581771639869,0,2.7843833322646887
2025-05-02 10:50:34.573139,File Access,Load Balancer,Configuration backup process initiated,user_48,,10,50,4,38,0,0.03410566106427593,0,22.532794124792275,0,11.283449892928276
2025-05-02 16:18:34.573278,User Login,DNS Server,Successful login from known device,user_28,192.168.1.20,16,18,4,34,1,-0.014463102097483138,0,22.26757797297043,0,11.126557435436473
2025-05-02 10:51:34.573446,Security Scan,Backup Server,Standard API health check received,user_37,,10,51,4,34,0,0.024930649195255117,0,25.41549413271187,0,12.720212390953563
2025-05-02 11:42:34.573583,Log Export,Backup Server,Successful login from known device,user_11,,11,42,4,34,0,0.027143920377125208,0,42.8248606607045,0,21.426002290540815
2025-05-02 12:08:34.573778,User Login,Web App,Scheduled security scan completed,user_38,192.168.1.10,12,8,4,33,0,0.003939827679163566,0,19.996795041232332,0,10.000367434455748
2025-05-02 09:49:34.573969,Security Scan,Backup Server,Scheduled security scan completed,user_42,,9,49,4,33,0,0.02374894944017386,0,26.164261634772686,0,13.094005292106429
2025-05-02 22:10:34.574110,File Access,Backup Server,Multiple failed login attempts from IP 192.168.1.100,user_47,,22,10,4,52,1,-0.001288857177449032,1,-83.66308519603133,1,-41.83218702660439
2025-05-02 14:14:34.574247,User Login,Firewall,Added new user account,user_34,192.168.1.20,14,14,4,22,1,-0.012820818474195583,0,9.259630762464553,0,4.623404971995178
2025-05-02 08:51:34.574411,Network Connection Attempt,Load Balancer,Successful login from known device,user_3,10.0.0.100,8,51,4,34,0,0.008408062672341343,0,19.07812363435218,0,9.543265848512261
2025-05-02 08:24:34.574647,System Reboot,Load Balancer,Scheduled security scan completed,user_46,,8,24,4,33,0,0.013754142152576532,0,38.03702519413412,0,19.025389668143347
2025-05-02 17:57:34.574840,API Call,DNS Server,Unauthorized system reboot initiated,user_16,172.16.0.50,17,57,4,36,1,-0.0026449992028861335,1,-2.2174799372822065,1,-1.1100624682425464
2025-05-02 08:40:34.575028,Network Connection Attempt,Web App,Read access to configuration file,user_9,192.168.1.10,8,40,4,33,1,-0.0021960504694740757,0,18.549082020944127,0,9.273442985237326
2025-05-02 14:49:34.575234,Security Scan,DNS Server,Configuration backup process initiated,user_29,,14,49,4,38,0,0.01842321976560063,0,25.740493131484527,0,12.879458175625064
2025-05-02 14:48:34.575410,Data Export,DNS Server,System health check completed,user_41,,14,48,4,29,0,0.008315089994490599,0,33.17430076940036,0,16.591307929697425
2025-05-02 12:10:34.575559,User Account Modification,Auth Server,Added new user account,user_32,,12,10,4,22,0,0.030844661887559577,0,17.862238642781506,0,8.946541652334533
2025-05-02 21:45:34.575697,Log Export,Firewall,Large data export without approval,user_2,,21,45,4,34,0,0.0052542956211267255,1,-14.854433943196398,0,-7.4245898237876355
2025-05-02 13:25:34.575833,Network Connection Attempt,Web App,Performed SELECT query on public table,user_50,192.168.1.10,13,25,4,38,1,-0.011071832001225967,0,28.644933610958958,0,14.316930889478867
2025-05-02 16:43:34.575994,Network Connection Attempt,Database Cluster,Applied security patch successfully,user_15,10.0.0.100,16,43,4,35,0,0.01356288149920043,0,37.36718332260412,0,18.69037310205166
2025-05-02 12:02:34.576181,User Account Modification,DNS Server,System health check completed,user_21,,12,2,4,29,0,0.028361578362234185,0,14.509424201788647,0,7.268892890075441
2025-05-02 16:27:34.576321,File Access,Load Balancer,Successful login from known device,user_23,,16,27,4,34,0,0.013056308148116424,0,43.23927609429106,0,21.626166201219586
2025-05-02 09:19:34.576460,Patch Installation,Monitoring Server,Successful login from known device,user_18,,9,19,4,34,0,0.029852829351584842,0,39.74166231631756,0,19.88575757283457
2025-05-02 13:35:34.576608,Database Query,Firewall,Data export to analytics platform,user_38,,13,35,4,33,0,0.0304031947490378,0,52.53143320247676,0,26.2809181986129
2025-05-02 14:00:34.576771,Data Export,Backup Server,Exported logs for audit,user_37,,14,0,4,23,0,0.013960512842423278,1,-3.191522900247662,0,-1.5887811937026195
2025-05-02 13:19:34.576910,System Reboot,DNS Server,System health check completed,user_6,,13,19,4,29,0,0.016089038270669764,0,44.55117190062464,0,22.283630469447655
2025-05-02 10:57:34.577048,System Reboot,Monitoring Server,Successful login from known device,user_11,,10,57,4,34,0,0.021202792765714684,0,12.319265202886129,0,6.170233997825922
2025-05-02 15:22:34.577187,Database Query,Database Cluster,Added new user account,user_10,,15,22,4,22,0,0.02472065085888059,0,26.9538390502224,0,13.48927985054064
2025-05-02 17:50:34.577325,API Call,File Server,User password reset completed,user_14,192.168.1.10,17,50,4,29,0,0.016230050201616886,0,13.510558577240573,0,6.763394313721095
2025-05-02 09:04:34.577487,Data Export,Firewall,Standard API health check received,user_20,,9,4,4,34,0,0.012297559055272134,0,13.157285697464886,0,6.584791628260079
2025-05-02 17:14:34.577625,Database Query,File Server,Added new user account,user_9,,17,14,4,22,0,0.021521884597093477,0,4.271619253425314,0,2.1465705690112036
2025-05-02 11:12:34.577771,Network Connection Attempt,Database Cluster,System health check completed,user_12,172.16.0.50,11,12,4,29,0,0.009505535273259702,0,21.03045026836014,0,10.5199779018167
2025-05-02 12:52:34.577933,Security Scan,File Server,Read access to configuration file,user_36,,12,52,4,33,0,0.04549426721526795,0,28.18529695000109,0,14.115395608608178
2025-05-02 12:10:34.578071,System Reboot,File Server,Applied security patch successfully,user_15,,12,10,4,35,0,0.022813482439437205,0,31.350044276011914,0,15.686428879225677
2025-05-02 08:02:34.578217,Data Export,Web App,Exported logs for audit,user_47,,8,2,4,23,0,0.0012000880719352236,1,-12.708681781253603,0,-6.353740846590834
2025-05-02 16:38:34.578354,User Login,Web App,Exported logs for audit,user_6,172.16.0.50,16,38,4,23,1,-0.0024825462623496164,0,9.365329563263401,0,4.681423508500526
2025-05-02 16:36:34.578538,Database Query,Firewall,Successful login from known device,user_17,,16,36,4,34,0,0.009892180241511228,0,41.95636030330968,0,20.983126241775594
2025-05-02 11:28:34.578698,Log Export,DNS Server,Standard API health check received,user_16,,11,28,4,34,0,0.014270284831152669,0,50.03762958829469,0,25.025949936562924
2025-05-02 16:43:34.578979,System Reboot,File Server,Applied security patch successfully,user_42,,16,43,4,35,0,0.019280202979624905,0,31.94970885360945,0,15.984494528294539
2025-05-02 15:00:34.579130,Database Query,Monitoring Server,Read access to configuration file,user_1,,15,0,4,33,0,0.042297838391154585,0,7.655857542165251,0,3.8490776902782025
2025-05-02 11:37:34.579321,User Account Modification,Firewall,System health check completed,user_48,,11,37,4,29,0,0.03832970650274342,0,46.725288538891704,0,23.381809122697224
2025-05-02 10:35:34.579473,Log Export,API Gateway,Read access to configuration file,user_46,,10,35,4,33,0,0.046251082091478435,0,72.26608553018869,0,36.15616830614008
2025-05-02 15:56:34.579624,File Access,Firewall,Successful login from known device,user_21,,15,56,4,34,0,0.03242082331772367,0,14.023952117693312,0,7.028186470505518
2025-05-02 11:43:34.579763,User Login,File Server,Applied security patch successfully,user_26,192.168.1.10,11,43,4,35,1,-0.0033094077513701192,0,26.200330314493556,0,13.098510453371093
2025-05-02 15:20:34.579926,Database Query,Load Balancer,Scheduled security scan completed,user_21,,15,20,4,33,0,0.02418475555368982,0,43.97535244502711,0,21.999768600290402
2025-05-02 15:49:34.580074,Configuration Change,Auth Server,Exported logs for audit,user_26,,15,49,4,23,0,0.005874770505129023,0,13.164398109397354,0,6.585136439951241
2025-05-02 17:26:34.580214,Security Scan,Backup Server,Scheduled security scan completed,user_29,,17,26,4,33,0,0.026650247761227486,0,35.3941438724174,0,17.710397060089313
2025-05-02 15:05:34.580352,System Reboot,Web App,Configuration backup process initiated,user_13,,15,5,4,38,0,0.028357582594970232,0,11.94717692575827,0,5.987767254176621
2025-05-02 15:21:34.580502,Network Connection Attempt,Backup Server,Standard API health check received,user_46,192.168.1.20,15,21,4,34,1,-0.003647201288094204,0,27.81505756136005,0,13.905705180035978
2025-05-02 09:37:34.580684,System Reboot,Web App,System health check completed,user_3,,9,37,4,29,0,0.020372082398269542,0,39.90448426264555,0,19.96242817252191
2025-05-02 16:28:34.580822,Patch Installation,Database Cluster,Configuration backup process initiated,user_3,,16,28,4,38,0,0.02133793595047312,0,37.2993038069109,0,18.660320871430685
2025-05-02 14:14:34.580956,Patch Installation,DNS Server,Exported logs for audit,user_49,,14,14,4,23,0,0.004172133197048289,0,21.46228764425652,0,10.733229888726784
2025-05-02 17:45:34.581091,User Login,File Server,Standard API health check received,user_21,192.168.1.10,17,45,4,34,0,0.012110255049740892,0,9.672339987057853,0,4.842225121053797
2025-05-02 16:56:34.581264,Data Export,Backup Server,Configuration backup process initiated,user_15,,16,56,4,38,0,0.010651394146027171,0,4.4315527136436685,0,2.221102053894848
2025-05-02 16:14:34.581403,User Login,Web App,Successful login from known device,user_42,192.168.1.20,16,14,4,34,0,0.007594614616759143,0,19.668615327238683,0,9.838104970927722
2025-05-02 16:03:34.581596,Database Query,File Server,Added new user account,user_41,,16,3,4,22,0,0.0033165067101480483,1,-5.8586321980025104,0,-2.927657845646181
2025-05-02 22:37:34.581760,System Reboot,DNS Server,Anomalous high volume of requests to /admin endpoint,user_27,,22,37,4,52,1,-0.005089191084523936,1,-71.61946569256419,1,-35.81227744182436
2025-05-02 13:29:34.581899,File Access,Web App,Configuration backup process initiated,user_7,,13,29,4,38,0,0.018417015560105,0,47.320888576501176,0,23.66965279603064
2025-05-02 12:31:34.582040,Security Scan,Web App,Configuration backup process initiated,user_15,,12,31,4,38,0,0.016737534623404715,0,47.16716996055635,0,23.591953747589876
2025-05-02 22:03:34.582178,Database Query,Database Cluster,Failed patch installation with errors,user_2,,22,3,4,37,0,0.005980302440036778,1,-46.332770384173955,0,-23.16339504086696
2025-05-02 00:12:34.582364,API Call,Web App,Unauthorized system reboot initiated,unknown_user,185.230.125.7,0,12,4,36,0,0.01938499871019922,1,-36.08084473012519,0,-18.030729865707496
2025-05-02 09:56:34.582531,Database Query,Web App,Exported logs for audit,user_20,,9,56,4,23,1,-0.0116319052871095,1,-2.125841914449296,1,-1.068736909868203
2025-05-02 10:12:34.582671,Data Export,Database Cluster,User password reset completed,user_24,,10,12,4,29,0,0.026973558114319285,0,32.31325394374986,0,16.17011375093209
2025-05-02 16:01:34.582816,Patch Installation,Monitoring Server,Read access to configuration file,user_16,,16,1,4,33,0,0.02074589640324903,0,5.625125237334316,0,2.8229355668687828
2025-05-02 13:45:34.582955,System Reboot,File Server,Read access to configuration file,user_42,,13,45,4,33,0,0.027228438319215065,0,40.19121338303401,0,20.109220910676612
2025-05-02 16:20:34.583098,Log Export,Firewall,User password reset completed,user_7,,16,20,4,29,0,0.02054486631850272,0,36.22150499161884,0,18.121024928968673
2025-05-02 10:13:34.583239,Log Export,Database Cluster,Scheduled security scan completed,user_26,,10,13,4,33,0,0.031766226427947186,0,35.555717537666794,0,17.79374188204737
2025-05-02 11:35:34.583377,Configuration Change,Firewall,Data export to analytics platform,user_42,,11,35,4,33,0,0.021594900030399156,0,49.19437071075518,0,24.60798280539279
2025-05-02 11:28:34.583515,API Call,Firewall,Successful login from known device,user_13,10.0.0.100,11,28,4,34,0,0.034937451572066014,0,74.24675857221868,0,37.14084801189537
2025-05-02 08:12:34.583677,API Call,Load Balancer,Data export to analytics platform,user_4,192.168.1.10,8,12,4,33,0,0.012166647759345395,0,23.773097062894493,0,11.892631855326918
2025-05-02 12:16:34.583924,System Reboot,Firewall,Accessed sensitive financial_report.xlsx,unknown_user,,12,16,4,40,0,0.050675117053900764,0,86.16290473369293,0,43.10678992537341
2025-05-02 08:07:34.584070,File Access,Database Cluster,Exported logs for audit,user_36,,8,7,4,23,0,0.02638319954196605,1,-3.9288412268983564,0,-1.9512290136781951
2025-05-02 12:18:34.584210,Security Scan,Database Cluster,System health check completed,user_22,,12,18,4,29,0,0.03031992153163443,0,45.10607922708405,0,22.568199574307844
2025-05-02 14:21:34.584356,User Account Modification,API Gateway,Configuration backup process initiated,user_39,,14,21,4,38,0,0.037877333820857506,0,64.61696405430015,0,32.32742069406051
2025-05-02 11:17:34.584527,System Reboot,DNS Server,Failed patch installation with errors,user_5,,11,17,4,37,0,0.01186078716485145,0,36.51669629901352,0,18.264278543089183
2025-05-02 16:50:34.584728,API Call,DNS Server,Added new user account,user_50,10.0.0.100,16,50,4,22,0,0.026671640199540103,0,21.904889622006493,0,10.965780631103017
2025-05-02 09:15:34.584893,File Access,Web App,Attempted connection to known malicious IP 10.0.0.5,user_24,,9,15,4,51,0,0.014404729891699886,1,-26.29102267873995,0,-13.138308974424124
2025-05-02 08:24:34.585061,System Reboot,Backup Server,User password reset completed,user_17,,8,24,4,29,1,-0.0026235486094735583,0,33.52847760311971,0,16.76292702725512
2025-05-02 10:05:34.585208,Data Export,Auth Server,System health check completed,user_39,,10,5,4,29,0,0.02834326558106448,0,17.74947401025696,0,8.888908637919013
2025-05-02 11:16:34.585347,File Access,API Gateway,Exported logs for audit,user_22,,11,16,4,23,0,0.028199905511254675,0,47.84255894672782,0,23.93537942611954
2025-05-02 11:25:34.585486,API Call,Monitoring Server,Scheduled security scan completed,user_4,172.16.0.50,11,25,4,33,0,0.035333851767567315,0,51.90930630251427,0,25.972320077140918
2025-05-02 12:48:34.585647,Patch Installation,Monitoring Server,System health check completed,user_13,,12,48,4,29,0,0.028732094379683326,0,35.382240509184555,0,17.70548630178212
2025-05-02 10:58:34.585786,Data Export,DNS Server,Scheduled security scan completed,user_29,,10,58,4,33,0,0.019313552773863762,0,10.154870995246227,0,5.087092274010046
2025-05-02 19:56:34.585925,Log Export,Monitoring Server,Executed DROP TABLE command on users table,user_25,,19,56,4,42,0,0.0038041523636852537,1,-25.70323016108452,0,-12.849713004360417
2025-05-02 12:31:34.586062,API Call,Database Cluster,Performed SELECT query on public table,user_5,192.168.1.20,12,31,4,38,0,0.012884099632557044,0,45.75625718966515,0,22.884570644648853
2025-05-02 16:26:34.586246,Configuration Change,Firewall,Scheduled security scan completed,user_35,,16,26,4,33,0,0.023761925048446042,0,42.6744381084242,0,21.349100016736323
